2. 11.4
3. 10.4
4. 9.7
5. 9.4
6. 9.2
8. 9.1
10. 9.1
13. 9.1
16. 9.2
20. 9.4
25. 9.5
32. 9.7
40. 9.9
50. 10.3
65. 10.9
80. 11.7
100. 12.5
125. 13.2
160. 13.5
200. 13.2
250. 12.3
320. 10.7
400. 9.1
500. 7.7
