2. 35.2
3. 24.2
4. 18.2
5. 15.1
6. 13.5
8. 12.1
10. 11.5
13. 10.9
16. 10.6
20. 10.4
25. 10.6
32. 11.1
40. 11.8
50. 12.5
65. 13.1
80. 13.2
100. 12.9
125. 11.9
160. 10.3
200. 8.4
250. 6.6
320. 4.9
