2. 14.2
3. 11.4
4. 10.7
5. 10.6
6. 10.4
8. 10.
10. 9.5
13. 8.9
16. 8.8
20. 8.9
25. 9.4
32. 10.2
40. 11.2
50. 12.1
65. 13.1
80. 13.4
100. 13.3
125. 12.5
160. 11.1
200. 9.5
250. 7.9
